date,open,high,low,close,volume,change,updown,comp,amount,marcap,shares
2000-01-18,9430,9430,9430,9430,142,0.1193,4,1005,6993500,58607500000,1190000
2000-01-19,10550,10550,10550,10550,121,0.1188,4,1120,6667100,65569000000,1190000
2000-01-20,11814,11814,9287,11814,237633,0.1198,4,1264,13525562400,73423000000,1190000
2000-01-21,12446,13231,11872,13231,91822,0.1199,4,1417,6198867700,82229000000,1190000
2000-01-24,13403,14801,13403,14801,24982,0.11869999999999999,4,1570,1844034500,91987000000,1190000
2000-01-25,16563,16563,15337,16563,37291,0.11900000000000001,4,1762,3192736900,102935000000,1190000
2000-01-26,17329,18363,14591,14591,116100,-0.1191,5,-1972,9935262000,90678000000,1190000
2000-01-27,12848,12848,12848,12848,5917,-0.11939999999999999,5,-1743,397030700,79849000000,1190000
2000-01-28,11316,11776,11316,11316,165524,-0.1192,5,-1532,9832230200,70329000000,1190000
2000-01-31,11087,12235,10531,10991,128544,-0.0288,2,-325,7593668500,68306000000,1190000
2000-02-01,11680,11680,10589,11087,73209,0.0087,1,96,4243866100,68901000000,1190000
2000-02-02,11201,12389,10914,11584,85587,0.0449,1,497,5150342000,71995000000,1190000
2000-02-03,11872,11948,11125,11489,83708,-0.0083,2,-95,5086464200,71400000000,1190000
2000-02-07,12044,12867,11872,12867,71268,0.12,4,1378,4642843200,79968000000,1190000
2000-02-08,12963,13423,11508,12025,67947,-0.0655,2,-842,4405461300,74732000000,1190000
2000-02-09,12044,12542,11680,12255,57772,0.0191,1,230,3679034800,76160000000,1190000
2000-02-10,11872,13710,11489,13710,82146,0.1188,4,1455,5473923200,85204000000,1190000
2000-02-11,15337,15337,15337,15337,35733,0.11869999999999999,4,1627,2862213300,95319000000,1190000
2000-02-14,17176,17176,14361,17176,85600,0.1199,4,1839,7498026500,106743000000,1190000
2000-02-15,17080,17405,15127,15127,65939,-0.1193,5,-2049,5650535000,94010000000,1190000
2000-02-16,14935,15873,13423,15318,49767,0.0127,1,191,3738018900,95200000000,1190000
2000-02-17,14782,17156,14782,17156,61821,0.12,4,1838,5285648100,106624000000,1190000
2000-02-18,17348,19148,17252,19148,65166,0.1161,4,1992,6406179800,119000000000,1190000
2000-02-21,18554,21445,17482,21445,55302,0.12,4,2297,5935585800,133280000000,1190000
2000-02-22,23743,23935,19148,21445,69960,0.0,3,0,8135591000,133280000000,1190000
2000-02-23,20680,22786,18956,20680,49360,-0.035699999999999996,2,-765,5246839800,128520000000,1190000
2000-02-24,21637,23073,21063,23073,26064,0.1157,4,2393,3059858000,143395000000,1190000
