date,open,high,low,close,volume,change,updown,comp,amount,marcap,shares
2005-07-22,10400,11950,9550,11950,2279489,0.149,4,1550,25379128750,177141183500,14823530
2005-07-25,12150,13700,11800,13700,900927,0.1464,4,1750,11663264400,203082361000,14823530
2005-07-26,14900,15750,14850,15750,169016,0.1496,4,2050,2597490200,233470597500,14823530
2005-07-27,18100,18100,18100,18100,43679,0.1492,4,2350,790566400,268305893000,14823530
2005-07-28,17600,17700,15400,15400,1291474,-0.1492,5,-2700,20502503600,228282362000,14823530
2005-07-29,15000,16350,14100,15200,853826,-0.013000000000000001,2,-200,13082982700,225317656000,14823530
2005-08-01,15000,15200,13400,13700,389910,-0.0987,2,-1500,5509602150,203082361000,14823530
2005-08-02,13400,14150,13400,13900,369732,0.0146,1,200,5071134800,206047067000,14823530
2005-08-03,13900,14150,12250,12350,422060,-0.1115,2,-1550,5549899900,183070595500,14823530
2005-08-04,12150,13400,12000,13200,470946,0.0688,1,850,5973941000,195670596000,14823530
2005-08-05,12750,13300,12300,12900,212210,-0.0227,2,-300,2691888500,191223537000,14823530
2005-08-08,12400,13000,12400,12500,121473,-0.031,2,-400,1535256800,185294125000,14823530
2005-08-09,12150,12700,12150,12500,145956,0.0,3,0,1811579900,185294125000,14823530
2005-08-10,12600,14350,12600,14350,241749,0.14800000000000002,4,1850,3324715650,212717655500,14823530
2005-08-11,14850,14950,13200,13200,601119,-0.0801,2,-1150,8373682800,195670596000,14823530
2005-08-12,13500,13650,12900,13450,235995,0.0189,1,250,3139649250,199376478500,14823530
2005-08-16,13450,13700,12450,12550,225383,-0.0669,2,-900,2899298650,186035301500,14823530
2005-08-17,12300,12900,12300,12700,141730,0.012,1,150,1780987500,188258831000,14823530
2005-08-18,12950,13100,12050,12300,162650,-0.0315,2,-400,2056581500,182329419000,14823530
2005-08-19,12000,12650,11900,12450,93246,0.012199999999999999,1,150,1135004200,184552948500,14823530
2005-08-22,11500,11650,10600,10700,910958,-0.1406,2,-1750,9838229100,158611771000,14823530
2005-08-23,10650,11000,10550,10600,292559,-0.009300000000000001,2,-100,3141531900,157129418000,14823530
2005-08-24,10750,10800,9980,10100,343081,-0.0472,2,-500,3512524100,149717653000,14823530
2005-08-25,9860,10250,9860,10100,244469,0.0,3,0,2449945200,149717653000,14823530
