date,open,high,low,close,volume,change,updown,comp,amount,marcap,shares
2007-07-25,160000,170000,155000,169500,2853735,0.0594,1,9500,470120433500,15487807402500,91373495
2007-07-26,168000,169500,150000,150000,2132041,-0.115,2,-19500,346931666000,13706024250000,91373495
2007-07-27,147000,159000,139000,148000,1205584,-0.013300000000000001,2,-2000,178490657000,13523277260000,91373495
2007-07-30,145000,157500,145000,157500,571034,0.0642,1,9500,86268024000,14391325462500,91373495
2007-07-31,155000,159000,152500,157000,368700,-0.0032,2,-500,57458342000,14345638715000,91373495
2007-08-01,153000,155000,146000,147500,401636,-0.0605,2,-9500,60079951500,13477590512500,91373495
2007-08-02,150000,151000,139000,143000,463777,-0.0305,2,-4500,67122026000,13066409785000,91373495
2007-08-03,146000,146000,137000,137000,684968,-0.042,2,-6000,95217009500,12518168815000,91373495
2007-08-06,135000,140500,132500,137500,433102,0.0036,1,500,59103503500,12563855562500,91373495
2007-08-07,140500,141500,132500,132500,457116,-0.0364,2,-5000,62025605000,12106988087500,91373495
2007-08-08,134000,138000,133000,136000,459631,0.0264,1,3500,62351151000,12426795320000,91373495
2007-08-09,138000,142000,134500,135500,499899,-0.0037,2,-500,68926559500,12381108572500,91373495
2007-08-10,131000,132000,128000,128500,446585,-0.051699999999999996,2,-7000,57848747500,11741494107500,91373495
2007-08-13,130000,133500,127500,132000,537648,0.027200000000000002,1,3500,70112005000,12061301340000,91373495
2007-08-14,131500,132000,120500,120500,496348,-0.08710000000000001,2,-11500,62145574500,11010506147500,91373495
2007-08-16,114000,119000,111500,111500,801013,-0.0747,2,-9000,91939773500,10188144692500,91373495
2007-08-17,113500,118000,110500,112000,408078,0.0045000000000000005,1,500,46884041500,10233831440000,91373495
2007-08-20,119000,125000,117000,125000,568203,0.1161,1,13000,68366420000,11421686875000,91373495
2007-08-21,124000,128000,121000,128000,356646,0.024,1,3000,44389376000,11695807360000,91373495
2007-08-22,127000,128000,122500,124000,608050,-0.0313,2,-4000,75943309740,11330313380000,91373495
2007-08-23,128000,130500,126000,130000,435448,0.0484,1,6000,55985318210,11878554350000,91373495
2007-08-24,132500,137000,132000,134000,527467,0.0308,1,4000,70768837500,12244048330000,91373495
2007-08-27,142000,144500,135000,136000,519403,0.0149,1,2000,72339080820,12426795320000,91373495
2007-08-28,138000,139000,133000,136000,463325,0.0,3,0,62445801000,12426795320000,91373495
2007-08-29,128500,132000,128500,130000,653450,-0.0441,2,-6000,84926138500,11878554350000,91373495
2007-08-30,132500,133500,128500,131000,557995,0.0077,1,1000,72787826500,11969927845000,91373495
2007-08-31,130000,130500,127000,128500,429104,-0.0191,2,-2500,55254250500,11741494107500,91373495
2007-09-03,129500,145000,128500,145000,676331,0.1284,1,16500,92607683500,13249156775000,91373495
2007-09-04,142000,147000,140500,141000,451222,-0.0276,2,-4000,64300945000,12883662795000,91373495
2007-09-05,143500,144000,138000,142000,456611,0.0070999999999999995,1,1000,63903962500,12975036290000,91373495
2007-09-06,140000,151000,138500,150500,735704,0.0599,1,8500,107567681500,13751710997500,91373495
2007-09-07,155000,159000,152000,158000,1020724,0.049800000000000004,1,7500,158566408000,14437012210000,91373495
2007-09-10,153500,159500,152000,157000,553323,-0.0063,2,-1000,86119839500,14345638715000,91373495
2007-09-11,157500,160000,155000,156000,477034,-0.0064,2,-1000,75162874000,14254265220000,91373495
2007-09-12,159000,159000,156000,157500,591737,0.0096,1,1500,93370788000,14391325462500,91373495
