date,open,high,low,close,volume,change,updown,comp,amount,marcap,shares
2000-01-04,13495,14522,12468,13972,138925,0.027000000000000003,1,367,2537316200,144780000000,7600000
2000-01-05,13568,13862,12688,12908,133291,-0.0761,2,-1064,2392042150,133760000000,7600000
2000-01-06,13202,13495,11515,11918,124255,-0.0767,2,-990,2072388650,123500000000,7600000
2000-01-07,11001,11075,10488,10561,114148,-0.11380000000000001,2,-1357,1646949000,109440000000,7600000
2000-01-10,11001,11295,9901,10561,114929,0.0,3,0,1655494750,109440000000,7600000
2000-01-11,11221,11808,10708,11808,207558,0.11810000000000001,4,1247,3253314050,122360000000,7600000
2000-01-12,11515,12615,10415,11735,269756,-0.0062,2,-73,4354077450,121600000000,7600000
2000-01-13,11955,12322,10671,11368,165764,-0.0313,2,-367,2622943250,117800000000,7600000
2000-01-14,11735,12248,10928,11515,233245,0.0129,1,147,3682169150,119320000000,7600000
2000-01-17,11955,12395,11515,11881,172882,0.0318,1,366,2816840400,123120000000,7600000
2000-01-18,11881,12065,11478,11955,134333,0.0062,1,74,2153428800,123880000000,7600000
2000-01-19,11735,11845,10561,11001,128322,-0.07980000000000001,2,-954,1945073650,114000000000,7600000
2000-01-20,10121,11441,9681,11441,119233,0.04,1,440,1661199700,118560000000,7600000
2000-01-21,11001,11918,10341,11478,113577,0.0032,1,37,1768686450,118940000000,7600000
2000-01-24,11221,11881,11221,11295,163621,-0.016,2,-183,2581992150,117040000000,7600000
2000-01-25,10561,11295,10268,11001,112081,-0.026000000000000002,2,-294,1641201300,114000000000,7600000
2000-01-26,11001,11221,10781,11001,65865,0.0,3,0,990598700,114000000000,7600000
2000-01-27,11001,11001,10488,10928,63591,-0.0067,2,-73,937902250,113240000000,7600000
2000-01-28,11588,11588,10818,11075,141392,0.0134,1,147,2150264650,114760000000,7600000
2000-01-31,10708,11258,10561,11185,100944,0.009899999999999999,1,110,1493998250,115900000000,7600000
2000-02-01,11588,12395,11368,12102,217218,0.08199999999999999,1,917,3537042850,125400000000,7600000
2000-02-02,11991,12908,11588,12468,272684,0.030299999999999997,1,366,4604918350,129200000000,7600000
2000-02-03,12688,13495,12175,13055,255662,0.0471,1,587,4488655000,135280000000,7600000
2000-02-07,13202,14448,13202,14302,330383,0.0955,1,1247,6312006950,148200000000,7600000
2000-02-08,14302,14999,12835,13458,316725,-0.059000000000000004,2,-844,5938565050,139460000000,7600000
2000-02-09,13422,14192,13238,13862,208737,0.03,1,404,3891119950,143640000000,7600000
2000-02-10,13275,14155,12762,13605,170569,-0.018500000000000003,2,-257,3189366700,140980000000,7600000
2000-02-11,13935,15109,13935,14522,400574,0.0674,1,917,7980245250,150480000000,7600000
2000-02-14,14043,15519,13165,13564,104975,-0.0659,2,-958,1869165650,129200000000,7600000
2000-02-15,13165,13325,11969,12128,107841,-0.1059,2,-1436,1710656350,115520000000,7600000
2000-02-16,11729,13485,11729,12527,60980,0.0329,1,399,949480550,119320000000,7600000
2000-02-17,12407,13245,12168,13165,114604,0.051,1,638,1864086300,125400000000,7600000
2000-02-18,13245,14203,13245,13485,155564,0.0242,1,320,2691043600,128440000000,7600000
2000-02-21,13165,14203,12607,13963,182774,0.0355,1,478,3134389700,133000000000,7600000
2000-02-22,14442,15639,14043,15639,332523,0.12,4,1676,6348008350,148960000000,7600000
2000-02-23,15918,17514,14841,15958,495584,0.0204,1,319,10302397800,152000000000,7600000
2000-02-24,16756,17873,16517,17873,618465,0.12,4,1915,13387619500,170240000000,7600000
2000-02-25,18631,18631,16596,16756,349317,-0.0625,2,-1117,7643686150,159600000000,7600000
2000-02-28,16158,16596,14761,14841,221967,-0.1143,2,-1915,4295478850,141360000000,7600000
2000-02-29,15240,15878,14203,14841,163539,0.0,3,0,3079449450,141360000000,7600000
2000-03-02,16437,16596,15719,16596,205180,0.1183,4,1755,4181070950,158080000000,7600000
2000-03-03,18392,18551,16756,18551,467117,0.11779999999999999,4,1955,10399068350,176700000000,7600000
2000-03-06,20346,20745,17554,18910,491285,0.0194,1,359,12305871600,180120000000,7600000
2000-03-07,18272,18272,16676,16676,164899,-0.11810000000000001,5,-2234,3566452300,158840000000,7600000
2000-03-08,15958,17713,15320,16796,144254,0.0072,1,120,3032899850,159980000000,7600000
2000-03-09,16796,18272,16756,17394,205345,0.0356,1,598,4487808100,165680000000,7600000
2000-03-10,16836,18192,16437,16756,182901,-0.036699999999999997,2,-638,3957403100,159600000000,7600000
2000-03-13,16676,17474,15559,15958,89878,-0.047599999999999996,2,-798,1847318600,152000000000,7600000
2000-03-14,15719,15798,14043,14602,166117,-0.085,2,-1356,3081510900,139080000000,7600000
2000-03-15,14282,15519,13804,15320,245642,0.0492,1,718,4524233700,145920000000,7600000
2000-03-16,14881,15559,14282,15240,149271,-0.0052,2,-80,2764155250,145160000000,7600000
2000-03-17,15479,15479,13445,13564,90237,-0.1099,2,-1676,1598018650,129200000000,7600000
2000-03-20,13086,13804,11969,12208,76155,-0.1,2,-1356,1197033500,116280000000,7600000
2000-03-21,11410,12367,10891,11969,104152,-0.0196,2,-239,1525485350,114000000000,7600000
2000-03-22,12687,13405,12527,13405,167310,0.12,4,1436,2773028400,127680000000,7600000
2000-03-23,13963,14442,12806,13165,115543,-0.0179,2,-240,1986820350,125400000000,7600000
2000-03-24,13165,14043,12966,13844,120514,0.051500000000000004,1,679,2041590800,131860000000,7600000
2000-03-27,13923,14522,13644,14203,181218,0.0259,1,359,3190928200,135280000000,7600000
2000-03-28,15303,15303,14250,14490,109714,0.0202,1,287,1668811250,115140000000,7600000
2000-03-29,14346,14633,13055,13151,85279,-0.0924,2,-1339,1242884750,104500000000,7600000
2000-03-30,12529,12816,12051,12816,91905,-0.0255,2,-335,1175420500,101840000000,7600000
