Time,open,high,low,close,volume,value
2020-11-25 9:00,20957000,21459000,20600000,20840000,8276.714539,1.73491E+11
2020-11-26 9:00,20840000,20989000,18569000,19225000,13803.48683,2.69355E+11
2020-11-27 9:00,19226000,19654000,18500000,19129000,7568.746147,1.43556E+11
2020-11-28 9:00,19129000,19556000,18858000,19484000,5060.390911,97143751648
2020-11-29 9:00,19486000,20110000,19196000,19991000,4169.396842,82428018284
2020-11-30 9:00,19990000,21368000,19971000,21315000,9685.830452,2.00258E+11
2020-12-01 9:00,21313000,21651000,20202000,20867000,9671.686879,2.03658E+11
2020-12-02 9:00,20867000,21315000,20346000,21097000,6264.747,1.30283E+11
2020-12-03 9:00,21091000,21310000,20797000,21179000,4414.076428,92940270747
2020-12-04 9:00,21183000,21266000,20428000,20569000,4243.742479,88420392541
2020-12-05 9:00,20569000,20956000,20390000,20781000,2247.520461,46545830825
2020-12-06 9:00,20778000,20999000,20574000,20976000,2247.748681,46777620056
2020-12-07 9:00,20976000,21053000,20666000,20834000,3241.98488,67740825735
2020-12-08 9:00,20834000,20931000,19942000,20010000,4532.537389,93026290556
2020-12-09 9:00,20025000,20345000,19216000,20267000,5827.204903,1.15582E+11
2020-12-10 9:00,20252000,20275000,19647000,19950000,3151.82649,62967828693
2020-12-11 9:00,19950000,19996000,19404000,19658000,4508.129895,88716810984
2020-12-12 9:00,19658000,20650000,19654000,20585000,3773.488248,76030600791
2020-12-13 9:00,20585000,21075000,20459000,20793000,4108.955282,85593423379
2020-12-14 9:00,20786000,21000000,20610000,20939000,3105.389415,64751393568
2020-12-15 9:00,20927000,21267000,20805000,21103000,3886.603302,81781907198
2020-12-16 9:00,21103000,23033000,20900000,22888000,10828.41457,2.37853E+11
2020-12-17 9:00,22881000,25768000,22473000,24743000,18025.94451,4.40082E+11
2020-12-18 9:00,24737000,25247000,24360000,25151000,6288.938923,1.56581E+11
2020-12-19 9:00,25151000,26410000,24947000,26169000,7210.7292,1.84848E+11
2020-12-20 9:00,26169000,26562000,25422000,25880000,6316.485854,1.63658E+11
2020-12-21 9:00,25890000,26588000,24600000,25387000,13640.52346,3.50219E+11
2020-12-22 9:00,25387000,26828000,24925000,26776000,7994.073583,2.06133E+11
2020-12-23 9:00,26776000,27070000,25600000,26380000,12398.44761,3.28305E+11
2020-12-24 9:00,26380000,26608000,25774000,26503000,6661.237365,1.7457E+11
2020-12-25 9:00,26503000,27271000,26171000,27122000,7979.827412,2.135E+11
2020-12-26 9:00,27122000,29524000,26983000,29378000,9647.774225,2.71146E+11
2020-12-27 9:00,29378000,31800000,28802000,29319000,19899.62591,6.01524E+11
2020-12-28 9:00,29347000,30587000,29167000,30249000,8175.159923,2.45506E+11
2020-12-29 9:00,30219000,30520000,29028000,30498000,7302.220616,2.18091E+11
2020-12-30 9:00,30498000,31999000,30333000,31891000,10282.8228,3.20941E+11
2020-12-31 9:00,31923000,32386000,31300000,32042000,8041.248074,2.56765E+11
2021-01-01 9:00,32037000,32599000,31800000,32296000,5752.494216,1.85614E+11
2021-01-02 9:00,32295000,36600000,31920000,35700000,17451.16768,6.02336E+11
2021-01-03 9:00,35700000,39453000,35500000,37537000,25381.50662,9.58875E+11
2021-01-04 9:00,37537000,38476000,33000000,36460000,23598.19459,8.47277E+11
2021-01-05 9:00,36478000,38590000,34357000,38093000,13461.98168,4.91554E+11
2021-01-06 9:00,38107000,41000000,37380000,40762000,15168.9807,5.91564E+11
2021-01-07 9:00,40764000,44990000,40250000,44698000,17201.05519,7.33603E+11
2021-01-08 9:00,44698000,48550000,42271000,47215000,21891.12559,1.00643E+12
2021-01-09 9:00,47201000,47650000,45171000,45718000,13453.12657,6.25675E+11
2021-01-10 9:00,45716000,47000000,39500000,43404000,23031.00699,1.01701E+12
2021-01-11 9:00,43400000,43570000,35010000,40094000,50543.88222,1.95198E+12
2021-01-12 9:00,40094000,40888000,36654000,38577000,22472.57576,8.77052E+11
2021-01-13 9:00,38496000,41900000,37001000,41380000,15632.80207,6.09116E+11
2021-01-14 9:00,41380000,43998000,40510000,42735000,15952.88893,6.75453E+11
2021-01-15 9:00,42787000,43199000,38690000,40952000,16278.02916,6.65645E+11
2021-01-16 9:00,40951000,41800000,39689000,40086000,10393.35015,4.23473E+11
2021-01-17 9:00,40070000,40722000,38102000,39536000,9785.469952,3.85287E+11
2021-01-18 9:00,39536000,40999000,38699000,40008000,8374.535245,3.34193E+11
2021-01-19 9:00,40008000,41251000,39580000,39586000,9913.189479,3.99356E+11
2021-01-20 9:00,39580000,39998000,37579000,39253000,10290.52814,3.99571E+11
2021-01-21 9:00,39253000,39329000,33867000,34519000,18816.54602,6.84409E+11
2021-01-22 9:00,34525000,37342000,31662000,36345000,21883.00424,7.55562E+11
2021-01-23 9:00,36345000,37018000,34678000,35493000,8710.028598,3.1219E+11
2021-01-24 9:00,35494000,36283000,34250000,35539000,7625.876467,2.70814E+11
2021-01-25 9:00,35539000,38388000,35394000,36054000,14596.3552,5.39927E+11
2021-01-26 9:00,36054000,36594000,34808000,35923000,8489.583177,3.02641E+11
2021-01-27 9:00,35929000,36026000,33235000,34300000,9356.771613,3.23529E+11
2021-01-28 9:00,34293000,37186000,33726000,36624000,9452.485501,3.34666E+11
2021-01-29 9:00,36631000,41072000,35514000,37523000,33565.73801,1.2975E+12
2021-01-30 9:00,37523000,38201000,36230000,37087000,12481.60664,4.6514E+11
2021-01-31 9:00,37039000,37633000,35800000,36408000,11396.06447,4.19203E+11
2021-02-01 9:00,36408000,38161000,35907000,36618000,13783.13636,5.08488E+11
2021-02-02 9:00,36618000,38300000,36323000,37910000,9650.442205,3.60086E+11
2021-02-03 9:00,37910000,39371000,37909000,39357000,9775.500022,3.78424E+11
2021-02-04 9:00,39345000,41426000,38059000,39810000,14561.23463,5.80257E+11
2021-02-05 9:00,39809000,40770000,39492000,40424000,7783.097938,3.11722E+11
2021-02-06 9:00,40421000,43622000,40345000,41725000,12812.76462,5.4158E+11
2021-02-07 9:00,41725000,42630000,40501000,41921000,8432.559742,3.51595E+11
2021-02-08 9:00,41921000,49583000,41562000,49070000,25472.07406,1.16041E+12
2021-02-09 9:00,49070000,51200000,48350000,48779000,18283.67538,9.06199E+11
2021-02-10 9:00,48788000,49781000,47350000,48550000,11588.865,5.64587E+11
2021-02-11 9:00,48550000,51800000,48074000,51370000,12305.59268,6.14627E+11
2021-02-12 9:00,51370000,52280000,50237000,50836000,8911.898307,4.5776E+11
2021-02-13 9:00,50836000,51757000,50258000,50626000,7055.123455,3.59313E+11
2021-02-14 9:00,50625000,53380000,50403000,52706000,11364.08402,5.93644E+11
2021-02-15 9:00,52711000,53086000,50313000,52532000,8789.306931,4.55753E+11
2021-02-16 9:00,52518000,55500000,51773000,54760000,11825.60488,6.38509E+11
2021-02-17 9:00,54760000,58120000,54431000,57484000,11559.32777,6.51598E+11
2021-02-18 9:00,57458000,58426000,56405000,57852000,9072.44556,5.2291E+11
2021-02-19 9:00,57852000,63680000,57038000,63649000,12496.05048,7.46564E+11
2021-02-20 9:00,63649000,65985000,62399000,64251000,16375.10552,1.05477E+12
2021-02-21 9:00,64260000,65846000,63381000,65417000,9000.189894,5.83974E+11
2021-02-22 9:00,65416000,65488000,56562000,61744000,28418.51483,1.74157E+12
2021-02-23 9:00,61688000,61760000,50900000,55105000,36042.68861,1.97728E+12
2021-02-24 9:00,55106000,58150000,52875000,56500000,19006.41113,1.06841E+12
2021-02-25 9:00,56501000,58890000,53800000,54168000,15921.35059,9.04484E+11
2021-02-26 9:00,54128000,55226000,51809000,53804000,13302.34743,7.14875E+11
2021-02-27 9:00,53835000,55579000,52780000,53494000,7402.628448,4.01671E+11
2021-02-28 9:00,53494000,54098000,49755000,51798000,11516.37107,5.95382E+11
2021-03-01 9:00,51798000,56992000,51560000,56426000,11303.17672,6.11898E+11
2021-03-02 9:00,56438000,57405000,54657000,56000000,9266.678217,5.17511E+11
2021-03-03 9:00,56007000,59640000,55662000,57933000,10755.94573,6.20693E+11
2021-03-04 9:00,57933000,59159000,55600000,56426000,11821.02544,6.75976E+11
2021-03-05 9:00,56410000,57225000,54500000,56654000,8355.347319,4.63637E+11
2021-03-06 9:00,56636000,57000000,54754000,56225000,5608.84389,3.13545E+11
2021-03-07 9:00,56225000,58722000,56218000,58155000,7153.684319,4.12273E+11
2021-03-08 9:00,58155000,59837000,57187000,59821000,8033.076287,4.68703E+11
2021-03-09 9:00,59800000,62950000,59335000,62949000,9564.088015,5.88957E+11
2021-03-10 9:00,62950000,65500000,60870000,64350000,11752.57017,7.45408E+11
2021-03-11 9:00,64354000,66800000,62946000,66208000,10294.73535,6.66449E+11
2021-03-12 9:00,66208000,66999000,64700000,66607000,9023.997362,5.94111E+11
2021-03-13 9:00,66607000,71000000,65416000,70615000,11160.19224,7.61625E+11
2021-03-14 9:00,70615000,71450000,68570000,68587000,7208.31928,5.04593E+11
2021-03-15 9:00,68587000,70155000,63500000,64487000,18721.85916,1.23765E+12
2021-03-16 9:00,64490000,66020000,62000000,66020000,13522.70847,8.64983E+11
2021-03-17 9:00,66020000,68800000,62500000,68494000,14319.54868,9.31961E+11
2021-03-18 9:00,68494000,70204000,66846000,67139000,11432.45518,7.79786E+11
2021-03-19 9:00,67139000,69746000,65567000,67974000,8681.156917,5.90367E+11
2021-03-20 9:00,67911000,69980000,67700000,67849000,8023.608371,5.52551E+11
2021-03-21 9:00,67849000,68715000,65451000,67120000,8097.428878,5.42454E+11
2021-03-22 9:00,67064000,68380000,64345000,64725000,8366.410551,5.59156E+11
2021-03-23 9:00,64728000,66279000,63000000,65458000,9961.040596,6.46926E+11
2021-03-24 9:00,65458000,68370000,64500000,64777000,11366.40452,7.55345E+11
2021-03-25 9:00,64777000,65305000,62500000,63328000,10463.20781,6.68716E+11
2021-03-26 9:00,63334000,65723000,63265000,65675000,8081.669871,5.2109E+11
2021-03-27 9:00,65660000,67304000,65111000,66591000,5963.924635,3.93443E+11
2021-03-28 9:00,66648000,67500000,66238000,67133000,4650.42504,3.11223E+11
2021-03-29 9:00,67133000,69435000,66500000,68701000,8060.783828,5.4937E+11
2021-03-30 9:00,68693000,70979000,68500000,70800000,7699.707963,5.38936E+11
2021-03-31 9:00,70800000,72000000,69194000,71513000,9836.875688,6.96662E+11
2021-04-01 9:00,71480000,73325000,71032000,72749000,9170.381958,6.63054E+11
2021-04-02 9:00,72749000,74400000,71841000,73855000,8712.294082,6.41391E+11
2021-04-03 9:00,73934000,75703000,71783000,72187000,9274.318109,6.89272E+11
2021-04-04 9:00,72187000,74240000,71570000,73974000,6583.438203,4.82192E+11
2021-04-05 9:00,73908000,78780000,73890000,78770000,13425.68168,1.01947E+12
2021-04-06 9:00,78770000,79500000,76210000,77944000,10824.67206,8.44274E+11
2021-04-07 9:00,77919000,79422000,68500000,72850000,19134.03657,1.41621E+12
2021-04-08 9:00,72850000,75325000,70432000,75316000,9100.787536,6.64198E+11
2021-04-09 9:00,75315000,76435000,73369000,76066000,9146.070282,6.87901E+11
2021-04-10 9:00,76072000,79600000,75643000,78530000,9218.162592,7.21811E+11
2021-04-11 9:00,78531000,79389000,76500000,78743000,7344.852683,5.7486E+11
2021-04-12 9:00,78835000,79006000,77500000,78178000,6311.014948,4.94437E+11
2021-04-13 9:00,78178000,81987000,78000000,80736000,11167.52534,8.95504E+11
2021-04-14 9:00,80736000,81994000,79500000,80401000,10657.91834,8.63553E+11
2021-04-15 9:00,80401000,80798000,78576000,79670000,7368.138566,5.85332E+11
2021-04-16 9:00,79670000,81200000,77530000,79351000,10053.30952,7.97161E+11
2021-04-17 9:00,79322000,79950000,77500000,77905000,6395.626229,5.02213E+11
2021-04-18 9:00,77909000,78365000,70924000,75643000,16046.04766,1.19487E+12
2021-04-19 9:00,75692000,76829000,70780000,71456000,11873.87051,8.72092E+11
2021-04-20 9:00,71448000,72077000,66001000,70402000,15744.73576,1.08683E+12
2021-04-21 9:00,70400000,71490000,67601000,68198000,8571.534338,5.94847E+11
2021-04-22 9:00,68193000,69000000,59111000,59962000,20651.79028,1.33406E+12
2021-04-23 9:00,59950000,61900000,54964000,60900000,21936.27527,1.27248E+12
2021-04-24 9:00,60901000,62519000,58500000,60853000,9176.448107,5.50329E+11
2021-04-25 9:00,60853000,62050000,57327000,59859000,8791.287123,5.30491E+11
2021-04-26 9:00,59850000,64300000,59075000,64198000,10198.12024,6.39281E+11
2021-04-27 9:00,64198000,65000000,63375000,64767000,8003.355945,5.14081E+11
2021-04-28 9:00,64759000,65899000,62608000,64100000,8304.377218,5.31483E+11
2021-04-29 9:00,64060000,64900000,63000000,63814000,9270.474733,5.91413E+11
2021-04-30 9:00,63816000,68540000,63500000,67939000,18322.27981,1.19764E+12
2021-05-01 9:00,67956000,69386000,67557000,69049000,9860.607522,6.78037E+11
2021-05-02 9:00,69041000,69297000,66803000,68452000,7970.05904,5.43841E+11
2021-05-03 9:00,68452000,70999000,68281000,69996000,9426.098452,6.5885E+11
2021-05-04 9:00,69996000,70490000,66500000,66829000,12631.5849,8.68911E+11
2021-05-05 9:00,66828000,70007000,66500000,68679000,11726.63421,8.04025E+11
2021-05-06 9:00,68700000,70853000,67899000,68767000,13078.41997,9.04069E+11
2021-05-07 9:00,68760000,69729000,66900000,68563000,12047.68155,8.1983E+11
2021-05-08 9:00,68564000,71879000,67610000,71740000,12558.43063,8.81406E+11
2021-05-09 9:00,71728000,73129000,70147000,71505000,11786.59649,8.43544E+11
2021-05-10 9:00,71506000,72460000,70175000,70902000,13096.22238,9.37362E+11
2021-05-11 9:00,70902000,71750000,67597000,69741000,11913.2832,8.27118E+11
2021-05-12 9:00,69714000,70499000,60854000,62257000,22173.21879,1.50587E+12
2021-05-13 9:00,62380000,65472000,60200000,63069000,22547.53575,1.42295E+12
2021-05-14 9:00,63080000,63656000,61001000,61797000,13221.57504,8.21862E+11
2021-05-15 9:00,61795000,62118000,57900000,58807000,17508.20716,1.05901E+12
2021-05-16 9:00,58814000,60721000,55500000,57649000,16552.6433,9.67021E+11
2021-05-17 9:00,57655000,58000000,51381000,54057000,27456.42211,1.491E+12
2021-05-18 9:00,54057000,56366000,53001000,53419000,15075.12157,8.24428E+11
2021-05-19 9:00,53404000,53992000,42595000,50379000,40112.86111,1.99914E+12
2021-05-20 9:00,50477000,53070000,48328000,51320000,21350.81664,1.08653E+12
2021-05-21 9:00,51318000,52726000,45701000,49112000,22198.61379,1.09634E+12
2021-05-22 9:00,49080000,49260000,43957000,47460000,16597.85063,7.76466E+11
2021-05-23 9:00,47444000,48592000,39331000,42585000,27384.56413,1.18327E+12
2021-05-24 9:00,42585000,47452000,41253000,46963000,22353.30949,9.97948E+11
2021-05-25 9:00,46932000,49113000,45197000,47047000,15379.79581,7.19724E+11
2021-05-26 9:00,47067000,49081000,46265000,47325000,11383.21756,5.42898E+11
2021-05-27 9:00,47324000,48120000,45423000,46563000,10358.12373,4.85327E+11
2021-05-28 9:00,46568000,47069000,43009000,43723000,14678.13363,6.5379E+11
2021-05-29 9:00,43723000,44812000,41405000,42688000,10628.41268,4.55335E+11
2021-05-30 9:00,42688000,43827000,40580000,43177000,9194.807917,3.90381E+11
2021-05-31 9:00,43177000,44235000,41304000,43761000,10111.06622,4.33619E+11
2021-06-01 9:00,43761000,44550000,42515000,43200000,9081.154929,3.94831E+11
2021-06-02 9:00,43207000,44341000,42550000,43732000,7405.760642,3.21718E+11
2021-06-03 9:00,43744000,45692000,43439000,45431000,8776.669532,3.93358E+11
2021-06-04 9:00,45429000,45500000,42210000,42938000,9703.70957,4.23885E+11
2021-06-05 9:00,42938000,43766000,41468000,41943000,6891.398741,2.93546E+11
2021-06-06 9:00,41942000,42455000,41445000,41780000,4781.231443,2.00516E+11
2021-06-07 9:00,41780000,42458000,38916000,39064000,8580.178053,3.5135E+11
2021-06-08 9:00,39065000,39642000,36364000,38494000,12529.11361,4.76605E+11
2021-06-09 9:00,38495000,43610000,37200000,43278000,17850.79539,7.24591E+11
2021-06-10 9:00,43282000,44620000,41810000,42836000,16175.75408,6.98113E+11
2021-06-11 9:00,42836000,43805000,42060000,43698000,16348.37534,7.03961E+11
2021-06-12 9:00,43698000,44088000,40640000,41430000,15751.47879,6.59036E+11
2021-06-13 9:00,41430000,45116000,40543000,44746000,12435.48549,5.31122E+11
2021-06-14 9:00,44746000,47401000,44400000,46501000,18922.82337,8.68312E+11
2021-06-15 9:00,46511000,47500000,45483000,46389000,10580.65998,4.89979E+11
2021-06-16 9:00,46409000,46543000,44887000,45295000,10781.54323,4.9218E+11
2021-06-17 9:00,45306000,46048000,44390000,44854000,10707.19704,4.85763E+11
2021-06-18 9:00,44823000,44945000,42191000,42599000,15162.18446,6.63473E+11
2021-06-19 9:00,42588000,43000000,41364000,42088000,9403.803546,3.96533E+11
2021-06-20 9:00,42088000,42443000,39785000,41842000,13184.4959,5.42728E+11
2021-06-21 9:00,41843000,42048000,36802000,37393000,23102.56134,9.00833E+11
2021-06-22 9:00,37397000,39068000,33900000,37784000,29986.86958,1.10079E+12
2021-06-23 9:00,37784000,40099000,36726000,39077000,17696.39517,6.90395E+11
2021-06-24 9:00,39077000,40705000,37770000,40098000,11788.00643,4.60329E+11
2021-06-25 9:00,40100000,40956000,36901000,37152000,14567.87636,5.65596E+11
2021-06-26 9:00,37152000,37999000,35522000,37629000,13300.23645,4.87596E+11
2021-06-27 9:00,37617000,40000000,37253000,39985000,12422.20135,4.77497E+11
2021-06-28 9:00,39985000,40570000,39188000,39959000,12722.9155,5.07423E+11
2021-06-29 9:00,39971000,42180000,39810000,41528000,13195.49437,5.40489E+11
2021-06-30 9:00,41528000,41833000,40010000,40674000,9199.174689,3.74039E+11
2021-07-01 9:00,40663000,40683000,38668000,39320000,9130.32512,3.60195E+11
2021-07-02 9:00,39320000,39834000,38288000,39442000,6427.369155,2.50379E+11
2021-07-03 9:00,39440000,40578000,38951000,40299000,4933.229554,1.96728E+11
2021-07-04 9:00,40299000,41643000,40088000,40948000,4981.523532,2.04138E+11
2021-07-05 9:00,40915000,40948000,38957000,39506000,8680.723165,3.45601E+11
2021-07-06 9:00,39509000,40650000,39340000,39814000,6292.903933,2.50893E+11
2021-07-07 9:00,39814000,40727000,39637000,39743000,5761.28682,2.31746E+11
2021-07-08 9:00,39743000,39953000,38200000,39082000,8178.526672,3.18405E+11
2021-07-09 9:00,39069000,40070000,38123000,39820000,6163.102735,2.40777E+11
2021-07-10 9:00,39801000,40302000,39124000,39626000,4161.719196,1.6574E+11
2021-07-11 9:00,39633000,40580000,39250000,40194000,3892.503362,1.55056E+11
2021-07-12 9:00,40194000,40570000,38850000,39193000,5361.077672,2.13052E+11
2021-07-13 9:00,39177000,39363000,38297000,38713000,4602.449577,1.78536E+11
2021-07-14 9:00,38741000,38975000,37600000,38592000,6508.676782,2.49613E+11
2021-07-15 9:00,38590000,39045000,37088000,37606000,7363.607081,2.80399E+11
2021-07-16 9:00,37606000,38053000,36750000,37199000,5695.873913,2.13114E+11
2021-07-17 9:00,37199000,37800000,36824000,37205000,3533.68516,1.31613E+11
2021-07-18 9:00,37205000,38172000,37000000,37663000,3688.509141,1.38466E+11
2021-07-19 9:00,37663000,37704000,36500000,36799000,4208.487957,1.55862E+11
2021-07-20 9:00,36799000,36937000,34820000,35305000,6998.984956,2.48406E+11
2021-07-21 9:00,35339000,38374000,35000000,38013000,6880.936873,2.53633E+11
2021-07-22 9:00,38012000,38470000,37428000,37925000,4209.602911,1.59614E+11
2021-07-23 9:00,37922000,39113000,37790000,39108000,4624.032291,1.76644E+11
2021-07-24 9:00,39113000,40240000,38919000,40112000,4969.117941,1.96353E+11
2021-07-25 9:00,40076000,41110000,39547000,41070000,4748.425461,1.90644E+11
2021-07-26 9:00,41054000,46800000,40864000,43001000,18124.95452,8.03409E+11
2021-07-27 9:00,43021000,45506000,42050000,45409000,10710.88094,4.67385E+11
2021-07-28 9:00,45447000,47494000,45000000,46350000,11869.72272,5.47718E+11
2021-07-29 9:00,46350000,46996000,45529000,45907000,5904.86424,2.72164E+11
2021-07-30 9:00,45936000,48661000,44450000,48555000,9277.569455,4.26285E+11
2021-07-31 9:00,48570000,48768000,47650000,47979000,5158.441674,2.48553E+11
2021-08-01 9:00,47979000,49471000,46003000,46274000,6806.085564,3.25989E+11
2021-08-02 9:00,46263000,46788000,45150000,45451000,7121.325427,3.27176E+11
2021-08-03 9:00,45451000,46150000,44440000,44969000,7445.824577,3.35517E+11
2021-08-04 9:00,44950000,46038000,44000000,45718000,6481.944685,2.91364E+11
2021-08-05 9:00,45718000,47650000,43841000,47139000,10399.67918,4.7339E+11
2021-08-06 9:00,47099000,49898000,46250000,49349000,9456.968486,4.53841E+11
2021-08-07 9:00,49342000,51300000,49000000,50956000,10988.79384,5.50506E+11
2021-08-08 9:00,50956000,51731000,50110000,50799000,8950.681433,4.56214E+11
2021-08-09 9:00,50790000,53077000,49585000,52846000,10539.78166,5.45487E+11
2021-08-10 9:00,52862000,53491000,51800000,52339000,9910.23811,5.20878E+11
2021-08-11 9:00,52335000,53500000,52219000,52590000,10943.96846,5.79203E+11
2021-08-12 9:00,52585000,53395000,51391000,52079000,13202.59267,6.91539E+11
2021-08-13 9:00,52078000,55313000,51767000,55146000,11542.236,6.19038E+11
2021-08-14 9:00,55145000,55742000,53573000,54812000,10406.46232,5.70679E+11
2021-08-15 9:00,54817000,55166000,53349000,54636000,8686.547281,4.70845E+11
2021-08-16 9:00,54638000,55704000,53700000,53863000,8599.292439,4.70452E+11
2021-08-17 9:00,53863000,54649000,52500000,52660000,9398.259197,5.0548E+11
2021-08-18 9:00,52674000,53874000,51938000,52812000,14256.33673,7.57954E+11
2021-08-19 9:00,52815000,55050000,52002000,55017000,13997.11723,7.44124E+11
2021-08-20 9:00,55030000,57910000,54824000,57683000,12560.50366,7.0243E+11
2021-08-21 9:00,57690000,58280000,56557000,57553000,9176.902655,5.26538E+11
2021-08-22 9:00,57576000,58000000,56611000,57681000,7327.179774,4.20623E+11
2021-08-23 9:00,57714000,58726000,57374000,57627000,10945.2437,6.37196E+11
2021-08-24 9:00,57627000,57905000,55800000,56134000,16813.02809,9.60959E+11
2021-08-25 9:00,56168000,57325000,55100000,57100000,11188.10657,6.28614E+11
2021-08-26 9:00,57088000,57497000,54504000,55225000,9477.103725,5.27838E+11
2021-08-27 9:00,55255000,57600000,54616000,57401000,8324.331968,4.66076E+11
2021-08-28 9:00,57400000,57885000,56704000,57428000,5552.262749,3.18695E+11
2021-08-29 9:00,57428000,58000000,56500000,57272000,11623.61867,6.64766E+11
2021-08-30 9:00,57272000,57479000,55555000,55800000,14613.33339,8.27526E+11
2021-08-31 9:00,55800000,56333000,55022000,55230000,11075.54698,6.16516E+11
2021-09-01 9:00,55228000,56900000,54538000,56455000,9099.480058,5.05248E+11
2021-09-02 9:00,56445000,58369000,56232000,57155000,8965.193661,5.15971E+11
2021-09-03 9:00,57155000,59110000,56500000,57783000,11527.48634,6.67571E+11
2021-09-04 9:00,57717000,58500000,57184000,57827000,7242.355791,4.19279E+11
2021-09-05 9:00,57836000,59650000,57217000,59212000,7573.372292,4.39317E+11
2021-09-06 9:00,59212000,61056000,58810000,60839000,7151.927075,4.26546E+11
2021-09-07 9:00,60839000,61113000,55000000,56672000,19856.73841,1.16064E+12
2021-09-08 9:00,56668000,57250000,53154000,55580000,12683.32987,7.01591E+11
2021-09-09 9:00,55576000,56567000,54701000,55900000,7540.980528,4.18872E+11
2021-09-10 9:00,55879000,56850000,54701000,55031000,10524.62607,5.87119E+11
2021-09-11 9:00,55031000,55400000,54316000,54800000,4246.78974,2.33573E+11
2021-09-12 9:00,54800000,55580000,54316000,55078000,4456.247513,2.44804E+11
2021-09-13 9:00,55078000,56663000,53600000,54274000,7678.998722,4.19769E+11
2021-09-14 9:00,54340000,56857000,54120000,56564000,5994.880625,3.33705E+11
2021-09-15 9:00,56564000,57600000,56011000,57207000,5204.483546,2.95925E+11
2021-09-16 9:00,57178000,57500000,56446000,57277000,5358.404001,3.05839E+11
2021-09-17 9:00,57277000,57836000,56942000,57642000,6908.811184,3.97042E+11
2021-09-18 9:00,57642000,58980000,57574000,58597000,4935.406086,2.88291E+11
2021-09-19 9:00,58597000,58805000,57466000,57976000,4821.384376,2.79812E+11
2021-09-20 9:00,58030000,58142000,53496000,53801000,10951.54125,6.08008E+11
2021-09-21 9:00,53801000,54400000,50211000,50699000,11491.19131,6.0264E+11
2021-09-22 9:00,50699000,54153000,50059000,53856000,8922.157659,4.67187E+11
2021-09-23 9:00,53853000,54656000,52571000,54410000,7737.699335,4.15385E+11
2021-09-24 9:00,54405000,54534000,50900000,52176000,11468.26485,6.02953E+11
2021-09-25 9:00,52176000,52452000,51056000,52326000,4371.929854,2.26759E+11
2021-09-26 9:00,52326000,53607000,50803000,52798000,5945.409021,3.10948E+11
2021-09-27 9:00,52798000,53800000,51747000,51834000,4963.318084,2.62698E+11
2021-09-28 9:00,51831000,52103000,50222000,50309000,6216.154861,3.18673E+11
2021-09-29 9:00,50309000,51799000,49924000,50800000,5199.852012,2.65067E+11
2021-09-30 9:00,50800000,53673000,50731000,53523000,6716.780346,3.53761E+11
2021-10-01 9:00,53523000,58582000,53070000,58348000,9344.907875,5.26629E+11
2021-10-02 9:00,58348000,58999000,57660000,58228000,4852.96858,2.83012E+11
