date,open,high,low,close,volume,change,updown,comp,amount,marcap,shares
2000-01-04,6530,7080,6010,6450,101360,-0.0123,2.0,-80.0,672167200.0,30969326700.0,4801446.0
2000-01-05,6300,6400,5800,5900,64480,-0.0852999999999999,2.0,-550.0,383640400.0,28328531400.0,4801446.0
2000-01-06,6050,6050,5350,5410,36710,-0.0831,2.0,-490.0,204689300.0,25975822860.0,4801446.0
2000-01-07,5700,5700,5400,5400,28520,-0.0018,2.0,-10.0,155803900.0,25927808400.0,4801446.0
2000-01-10,5500,5640,5250,5250,33420,-0.0278,2.0,-150.0,180429800.0,25207591500.0,4801446.0
2000-01-11,5450,5450,5250,5330,30480,0.0152,1.0,80.0,161851300.0,25591707180.0,4801446.0
2000-01-12,5250,5250,4710,4800,43580,-0.0993999999999999,2.0,-530.0,214492550.0,23046940800.0,4801446.0
2000-01-13,4800,4800,4360,4500,53290,-0.0625,2.0,-300.0,238549650.0,21606507000.0,4801446.0
2000-01-14,4510,4590,4310,4350,56700,-0.0333,2.0,-150.0,252220150.0,20886290100.0,4801446.0
2000-01-17,4210,4390,4210,4220,40090,-0.0299,2.0,-130.0,170697850.0,20262102120.0,4801446.0
2000-01-18,4200,4370,4105,4190,51780,-0.0070999999999999,2.0,-30.0,219953800.0,20118058740.0,4801446.0
2000-01-19,4150,4170,3805,3900,34870,-0.0692,2.0,-290.0,139898400.0,18725639400.0,4801446.0
2000-01-20,3710,3800,3550,3700,42080,-0.0513,2.0,-200.0,153399550.0,17765350200.0,4801446.0
2000-01-21,3700,4200,3610,3825,33020,0.0338,1.0,125.0,128140250.0,18365530950.0,4801446.0
2000-01-24,3855,4320,3855,4030,50260,0.0536,1.0,205.0,209414600.0,19349827380.0,4801446.0
2000-01-25,3810,3995,3810,3810,40280,-0.0546,2.0,-220.0,156928650.0,18293509260.0,4801446.0
2000-01-26,3610,4000,3610,3905,27590,0.0249,1.0,95.0,107166200.0,18749646630.0,4801446.0
2000-01-27,3920,4490,3920,4490,69320,0.1498,4.0,585.0,297820200.0,21558492540.0,4801446.0
2000-01-28,4800,4900,4300,4400,88810,-0.02,2.0,-90.0,404398600.0,21126362400.0,4801446.0
2000-01-31,4380,4700,4300,4650,68620,0.0567999999999999,1.0,250.0,308055600.0,22326723900.0,4801446.0
2000-02-01,4650,4750,4420,4505,39930,-0.0312,2.0,-145.0,181649600.0,21630514230.0,4801446.0
2000-02-02,4310,4720,4310,4550,31460,0.01,1.0,45.0,143589600.0,21846579300.0,4801446.0
2000-02-03,4600,4780,4200,4200,119750,-0.0769,2.0,-350.0,542106850.0,20166073200.0,4801446.0
2000-02-07,4400,4500,4360,4450,60300,0.0595,1.0,250.0,267308300.0,21366434700.0,4801446.0
2000-02-08,4300,4350,4200,4250,66240,-0.0449,2.0,-200.0,281516650.0,20406145500.0,4801446.0
2000-02-09,4310,4400,4060,4060,42380,-0.0447,2.0,-190.0,176088050.0,19493870760.0,4801446.0
2000-02-10,4010,4190,3850,3900,37370,-0.0394,2.0,-160.0,147844300.0,18725639400.0,4801446.0
2000-02-11,3850,4000,3600,3605,46820,-0.0756,2.0,-295.0,172857200.0,17309212830.0,4801446.0
2000-02-14,3700,3780,3600,3600,46350,-0.0014,2.0,-5.0,169712900.0,17285205600.0,4801446.0
