date,open,high,low,close,volume,change,updown,comp,amount,marcap,shares
2000-01-04,4515,4515,4510,4515,105380,0.1489,4.0,585.0,475634100.0,58668316350.0,12994090.0
2000-01-05,4450,4450,4190,4190,81400,-0.072,2.0,-325.0,347872400.0,54445237100.0,12994090.0
2000-01-06,4200,4300,4200,4200,55010,0.0024,1.0,10.0,235029900.0,54575178000.0,12994090.0
2000-01-07,4300,4300,3900,4000,55520,-0.0475999999999999,2.0,-200.0,223564700.0,51976360000.0,12994090.0
2000-01-10,4200,4300,4000,4300,54910,0.075,1.0,300.0,230109550.0,55874587000.0,12994090.0
2000-01-11,4400,4500,4290,4400,81210,0.0233,1.0,100.0,359340800.0,57173996000.0,12994090.0
2000-01-12,4200,4400,4200,4360,65000,-0.0091,2.0,-40.0,280883700.0,56654232400.0,12994090.0
2000-01-13,4300,4300,4100,4290,43720,-0.0161,2.0,-70.0,185371450.0,55744646100.0,12994090.0
2000-01-14,4290,4500,4290,4350,70220,0.0139999999999999,1.0,60.0,307901200.0,56524291500.0,12994090.0
2000-01-17,4400,4590,4400,4540,110820,0.0437,1.0,190.0,496576800.0,58993168600.0,12994090.0
2000-01-18,4410,4700,4300,4300,65150,-0.0529,2.0,-240.0,294525200.0,55874587000.0,12994090.0
2000-01-19,4400,4400,4250,4300,77020,0.0,3.0,0.0,331728100.0,55874587000.0,12994090.0
2000-01-20,4350,4350,4200,4300,56740,0.0,3.0,0.0,243357500.0,55874587000.0,12994090.0
2000-01-21,4300,4300,4050,4190,40230,-0.0256,2.0,-110.0,167824750.0,54445237100.0,12994090.0
2000-01-24,4100,4250,4100,4250,24880,0.0143,1.0,60.0,105051900.0,55224882500.0,12994090.0
2000-01-25,4250,4250,4090,4170,42680,-0.0187999999999999,2.0,-80.0,178570900.0,54185355300.0,12994090.0
2000-01-26,4170,4200,4060,4100,32170,-0.0168,2.0,-70.0,133097900.0,53275769000.0,12994090.0
2000-01-27,4100,4100,4055,4100,67080,0.0,3.0,0.0,274014850.0,53275769000.0,12994090.0
2000-01-28,4230,4230,4050,4100,55100,0.0,3.0,0.0,226063000.0,53275769000.0,12994090.0
2000-01-31,4100,4100,4050,4050,38250,-0.0121999999999999,2.0,-50.0,155265100.0,52626064500.0,12994090.0
2000-02-01,4050,4200,4050,4070,26760,0.0049,1.0,20.0,110549200.0,52885946300.0,12994090.0
2000-02-02,4065,4065,4040,4050,63820,-0.0049,2.0,-20.0,258403700.0,52626064500.0,12994090.0
2000-02-03,4050,4050,4000,4020,69320,-0.0074,2.0,-30.0,278794000.0,52236241800.0,12994090.0
2000-02-07,4010,4150,3990,4050,62760,0.0075,1.0,30.0,254111300.0,52626064500.0,12994090.0
