date,open,high,low,close,volume,change,updown,comp,amount,marcap,shares
2000-01-04,27915,31437,27915,30437,77320,0.0819,1.0,2304.0,2663886500.0,171714200000.0,4906120.0
2000-01-05,30002,32089,28959,29872,125130,-0.0186,2.0,-565.0,4464583000.0,168525222000.0,4906120.0
2000-01-06,29828,30176,27828,27915,51080,-0.0655,2.0,-1957.0,1694189500.0,157486452000.0,4906120.0
2000-01-07,26959,30437,26959,29220,86060,0.0467,1.0,1305.0,2881420000.0,164845632000.0,4906120.0
2000-01-10,30437,31220,29133,29437,107660,0.0074,1.0,217.0,3707725500.0,166072162000.0,4906120.0
2000-01-11,29568,30611,29307,29655,68200,0.0074,1.0,218.0,2341252500.0,167298692000.0,4906120.0
2000-01-12,29568,29915,28698,28959,44070,-0.0235,2.0,-696.0,1478912500.0,163373796000.0,4906120.0
2000-01-13,28959,29524,28263,28437,40920,-0.018,2.0,-522.0,1340927000.0,160430124000.0,4906120.0
2000-01-14,28698,29568,27828,28437,59980,0.0,3.0,0.0,1954462000.0,160430124000.0,4906120.0
2000-01-17,27567,28698,27567,28698,48220,0.0092,1.0,261.0,1571765000.0,161901960000.0,4906120.0
2000-01-18,28698,29046,27828,28654,19900,-0.0015,2.0,-44.0,648179500.0,161656654000.0,4906120.0
2000-01-19,27915,28350,26959,26959,31410,-0.0592,2.0,-1695.0,999066000.0,152089720000.0,4906120.0
2000-01-20,26089,26915,25393,26524,33840,-0.0161,2.0,-435.0,1018526500.0,149636660000.0,4906120.0
2000-01-21,26524,27393,25524,26524,57490,0.0,3.0,0.0,1744737000.0,149636660000.0,4906120.0
2000-01-24,25654,26698,25654,25654,56820,-0.0327999999999999,2.0,-870.0,1704624500.0,144730540000.0,4906120.0
2000-01-25,24785,25611,23915,24611,121520,-0.0407,2.0,-1043.0,3442327500.0,138843196000.0,4906120.0
2000-01-26,24741,25132,24176,24872,42620,0.0106,1.0,261.0,1205050000.0,140315032000.0,4906120.0
2000-01-27,24958,27828,24872,25741,98960,0.035,1.0,869.0,2980918000.0,145221152000.0,4906120.0
2000-01-28,26219,27046,25741,26872,55990,0.0438999999999999,1.0,1131.0,1689688000.0,151599108000.0,4906120.0
2000-01-31,26089,26785,25915,26263,32600,-0.0227,2.0,-609.0,987899000.0,164650490600.0,5452003.0
2000-02-01,27220,27741,26611,26698,45510,0.0166,1.0,435.0,1413286500.0,167376492100.0,5452003.0
2000-02-02,27220,27741,26741,27654,39150,0.0358,1.0,956.0,1233521000.0,173373695400.0,5452003.0
2000-02-03,27654,28176,26959,27828,32530,0.0063,1.0,174.0,1034178000.0,174464096000.0,5452003.0
2000-02-07,27828,28220,27046,27567,46550,-0.0093999999999999,2.0,-261.0,1474353500.0,172828495100.0,5452003.0
2000-02-08,27567,28698,27046,27133,39010,-0.0158,2.0,-434.0,1241799000.0,170102493600.0,5452003.0
2000-02-09,27393,28263,26959,27350,85810,0.008,1.0,217.0,2707937000.0,171465494350.0,5452003.0
2000-02-10,26959,27393,25959,26654,59390,-0.0254,2.0,-696.0,1808385500.0,167103891950.0,5452003.0
2000-02-11,25654,29568,25654,27828,104370,0.044,1.0,1174.0,3271577000.0,174464096000.0,5452003.0
2000-02-14,27393,27828,26350,27480,53340,-0.0125,2.0,-348.0,1662519000.0,172283294800.0,5452003.0
2000-02-15,27480,27741,26089,26524,61580,-0.0348,2.0,-956.0,1901810500.0,166286091500.0,5452003.0
2000-02-16,25741,26828,25654,26524,33560,0.0,3.0,0.0,1008182000.0,166286091500.0,5452003.0
2000-02-17,26698,29307,26524,29133,310120,0.0984,1.0,2609.0,10105786500.0,182642100500.0,5452003.0
2000-02-18,30437,33437,30263,32611,569080,0.1193999999999999,1.0,3478.0,21038505000.0,204450112500.0,5452003.0
2000-02-21,32176,33046,30611,31655,233560,-0.0293,2.0,-956.0,8558157000.0,198452909200.0,5452003.0
2000-02-22,31916,33046,27611,30611,164890,-0.033,2.0,-1044.0,5662434500.0,191910505600.0,5452003.0
2000-02-23,28785,31176,28785,30263,131070,-0.0113999999999999,2.0,-348.0,4546432000.0,189729704400.0,5452003.0
2000-02-24,29568,30611,28350,30002,88370,-0.0086,2.0,-261.0,3004618000.0,188094103500.0,5452003.0
