date,open,high,low,close,volume,change,updown,comp,amount,marcap,shares
2000-01-04,6851,7821,6851,7169,9820,0.0538999999999999,1.0,367.0,86328400.0,6929806400.0,787478.0
2000-01-05,7250,7739,7087,7087,13400,-0.0113999999999999,2.0,-82.0,120966700.0,6851058600.0,787478.0
2000-01-06,7250,7413,6843,6900,3690,-0.0264,2.0,-187.0,32547100.0,6669938660.0,787478.0
2000-01-07,6933,7617,6933,7324,5790,0.0613999999999999,1.0,424.0,51532900.0,7079427220.0,787478.0
2000-01-10,7413,7560,7169,7413,4930,0.0121999999999999,1.0,89.0,44619400.0,7166049800.0,787478.0
2000-01-11,7185,7698,7169,7332,2770,-0.011,2.0,-81.0,25300000.0,7087302000.0,787478.0
2000-01-12,7332,7495,7210,7487,6420,0.0210999999999999,1.0,155.0,57490400.0,7236922820.0,787478.0
2000-01-13,7332,7487,7250,7405,4360,-0.0109,2.0,-82.0,39264100.0,7158175020.0,787478.0
2000-01-14,7250,7576,7250,7332,3770,-0.0098999999999999,2.0,-73.0,34102800.0,7087302000.0,787478.0
2000-01-17,7332,7576,7250,7413,3460,0.0111,1.0,81.0,31353100.0,7166049800.0,787478.0
2000-01-18,7576,7576,7267,7413,3150,0.0,3.0,0.0,28837900.0,7166049800.0,787478.0
2000-01-19,7250,7576,7087,7087,3680,-0.044,2.0,-326.0,32435900.0,6851058600.0,787478.0
2000-01-20,7087,7242,6525,6639,4700,-0.0632,2.0,-448.0,38973900.0,6417945700.0,787478.0
2000-01-21,6639,7079,6395,6924,1190,0.0429,1.0,285.0,10127000.0,6693563000.0,787478.0
2000-01-24,6778,7087,6778,6965,2070,0.0059,1.0,41.0,17816900.0,6732936900.0,787478.0
2000-01-25,6924,7006,6761,6802,1250,-0.0233999999999999,2.0,-163.0,10489000.0,6575441300.0,787478.0
2000-01-26,7087,7087,6680,6965,2930,0.024,1.0,163.0,24278300.0,6732936900.0,787478.0
2000-01-27,6965,7739,6965,7047,10520,0.0116999999999999,1.0,82.0,94916400.0,6811684700.0,787478.0
2000-01-28,7405,7478,7055,7332,4180,0.0405,1.0,285.0,37241800.0,7087302000.0,787478.0
2000-01-31,7047,7478,7006,7234,3130,-0.0133,2.0,-98.0,27557400.0,6992804640.0,787478.0
2000-02-01,7250,7332,7136,7332,3150,0.0135,1.0,98.0,27840400.0,7087302000.0,787478.0
2000-02-02,7454,7658,7185,7568,5130,0.0322,1.0,236.0,47053400.0,7315670620.0,787478.0
2000-02-03,7495,8676,7332,7617,22640,0.0065,1.0,49.0,226889600.0,7362919300.0,787478.0
2000-02-07,8757,8757,7788,8757,20660,0.1497,4.0,1140.0,215575000.0,8465388500.0,787478.0
2000-02-08,8554,8554,8138,8138,18920,-0.0707,2.0,-619.0,192236900.0,7866905220.0,787478.0
2000-02-09,7902,8635,7902,7902,9740,-0.0289999999999999,2.0,-236.0,99526000.0,7638536600.0,787478.0
2000-02-10,7829,7983,7413,7861,7980,-0.0052,2.0,-41.0,74778000.0,7599162700.0,787478.0
2000-02-11,7348,8269,7348,8269,10030,0.0518,1.0,408.0,97312100.0,7992901700.0,787478.0
