date,open,high,low,close,volume,change,updown,comp,amount,marcap,shares
2000-01-04,10100,11700,10100,10500,3900,-0.1026,2.0,-1200.0,42099000.0,7966245000.0,758690.0
2000-01-05,12000,12000,11000,11500,14010,0.0951999999999999,1.0,1000.0,161053000.0,8724935000.0,758690.0
2000-01-06,12000,12000,10000,10600,9850,-0.0783,2.0,-900.0,106474000.0,8042114000.0,758690.0
2000-01-07,11000,11000,10150,10300,6220,-0.0283,2.0,-300.0,64709500.0,7814507000.0,758690.0
2000-01-10,10600,10600,9950,10300,5750,0.0,3.0,0.0,59201000.0,7814507000.0,758690.0
2000-01-11,10250,10800,9900,10400,8270,0.0097,1.0,100.0,84279000.0,7890376000.0,758690.0
2000-01-12,10000,10950,10000,10600,12280,0.0192,1.0,200.0,130249000.0,8042114000.0,758690.0
2000-01-13,10600,10600,9800,10300,4080,-0.0283,2.0,-300.0,41139100.0,7814507000.0,758690.0
2000-01-14,10300,10700,9950,10100,9160,-0.0194,2.0,-200.0,93105500.0,7662769000.0,758690.0
2000-01-17,9500,10600,9500,9870,11300,-0.0227999999999999,2.0,-230.0,112016700.0,7488270300.0,758690.0
2000-01-18,10250,10250,9520,10000,7950,0.0132,1.0,130.0,78653400.0,7586900000.0,758690.0
2000-01-19,10000,10000,8700,8930,10990,-0.107,2.0,-1070.0,102181100.0,6775101700.0,758690.0
2000-01-20,9120,9300,8510,8900,12360,-0.0034,2.0,-30.0,110791000.0,6752341000.0,758690.0
2000-01-21,8410,8690,7600,8580,8430,-0.036,2.0,-320.0,69922100.0,6509560200.0,758690.0
2000-01-24,8500,8930,8300,8600,5970,0.0023,1.0,20.0,52315200.0,6524734000.0,758690.0
2000-01-25,7600,8600,7600,8010,6820,-0.0686,2.0,-590.0,55220000.0,6077106900.0,758690.0
2000-01-26,7610,8200,7610,7700,5320,-0.0387,2.0,-310.0,41970700.0,5841913000.0,758690.0
2000-01-27,8500,8850,8110,8850,12300,0.1494,4.0,1150.0,106410500.0,6714406500.0,758690.0
2000-01-28,10150,10150,10150,10150,8520,0.1469,4.0,1300.0,86478000.0,7700703500.0,758690.0
2000-01-31,11650,11650,9120,11650,31070,0.1478,4.0,1500.0,353947500.0,8838738500.0,758690.0
2000-02-01,11000,11800,10150,10400,24630,-0.1073,2.0,-1250.0,274994500.0,7890376000.0,758690.0
