date,open,high,low,close,volume,change,updown,comp,amount,marcap,shares
2000-01-04,61103,68978,61103,67077,1421080,0.0978,1.0,5974.0,16993330000.0,301340000000.0,24400000.0
2000-01-05,63818,69250,61374,68435,1734610,0.0202,1.0,1358.0,20973771000.0,307440000000.0,24400000.0
2000-01-06,69521,73323,63818,64633,2252950,-0.0556,2.0,-3802.0,28616284500.0,290360000000.0,24400000.0
2000-01-07,64633,68706,63818,66262,1699760,0.0252,1.0,1629.0,20579553500.0,297680000000.0,24400000.0
2000-01-10,70607,70879,65176,65176,1486990,-0.0163999999999999,2.0,-1086.0,18605223000.0,292800000000.0,24400000.0
2000-01-11,64361,72780,64090,66805,2957330,0.025,1.0,1629.0,37328156000.0,300120000000.0,24400000.0
2000-01-12,65719,70607,65448,66262,1596450,-0.0081,2.0,-543.0,19947568500.0,297680000000.0,24400000.0
2000-01-13,68978,73866,67349,73866,4647130,0.1148,1.0,7604.0,60274451500.0,331840000000.0,24400000.0
2000-01-14,73866,80112,65719,68978,6830130,-0.0662,2.0,-4888.0,94339781500.0,309880000000.0,24400000.0
2000-01-17,71151,72508,66262,67620,2384210,-0.0197,2.0,-1358.0,30380117500.0,303780000000.0,24400000.0
2000-01-18,67620,68706,63004,64633,2059370,-0.0441999999999999,2.0,-2987.0,24717474500.0,290360000000.0,24400000.0
2000-01-19,64633,67077,61374,63004,2544260,-0.0252,2.0,-1629.0,30028208000.0,283040000000.0,24400000.0
2000-01-20,60831,62732,57029,62460,1687020,-0.0086,2.0,-544.0,18561317500.0,280600000000.0,24400000.0
2000-01-21,60831,64090,58930,59745,1355410,-0.0435,2.0,-2715.0,15387522500.0,268400000000.0,24400000.0
2000-01-24,60559,64090,60016,61374,1585570,0.0273,1.0,1629.0,18110546500.0,275720000000.0,24400000.0
2000-01-25,61374,63275,58387,58930,1097530,-0.0398,2.0,-2444.0,12321733500.0,264740000000.0,24400000.0
2000-01-26,59745,60831,56486,57301,1077670,-0.0276,2.0,-1629.0,11559747500.0,257420000000.0,24400000.0
2000-01-27,56486,59473,54857,58658,1677360,0.0237,1.0,1357.0,17710256000.0,263520000000.0,24400000.0
2000-01-28,57572,61103,57572,58930,1548610,0.0046,1.0,272.0,16956605000.0,264740000000.0,24400000.0
2000-01-31,57572,58930,56758,58115,1095420,-0.0138,2.0,-815.0,11652317500.0,261080000000.0,24400000.0
2000-02-01,59745,63275,59202,60016,2407450,0.0327,1.0,1901.0,27128116000.0,269620000000.0,24400000.0
2000-02-02,60831,67349,60288,64905,2337050,0.0814,1.0,4889.0,27467128500.0,291580000000.0,24400000.0
2000-02-03,66805,68978,63547,64090,2299280,-0.0126,2.0,-815.0,28090192500.0,287920000000.0,24400000.0
2000-02-07,64090,71422,63547,68435,3582600,0.0678,1.0,4345.0,44848717500.0,307440000000.0,24400000.0
2000-02-08,68435,69793,64905,65991,1250500,-0.0356999999999999,2.0,-2444.0,15302087500.0,296460000000.0,24400000.0
2000-02-09,65991,67077,63004,63275,1294570,-0.0412,2.0,-2716.0,15428046500.0,284260000000.0,24400000.0
2000-02-10,60831,64361,59202,60831,1344260,-0.0385999999999999,2.0,-2444.0,15264996000.0,273280000000.0,24400000.0
2000-02-11,60016,62460,58658,61646,1524960,0.0134,1.0,815.0,17120776500.0,276940000000.0,24400000.0
2000-02-14,60016,62189,57029,57029,1795710,-0.0749,2.0,-4617.0,19779859000.0,256200000000.0,24400000.0
2000-02-15,58115,59202,53227,54259,864440,-0.0486,2.0,-2770.0,8931631000.0,243756000000.0,24400000.0
2000-02-16,54857,55943,50240,52956,1031140,-0.024,2.0,-1303.0,10105251400.0,237900000000.0,24400000.0
2000-02-17,51109,55400,51109,55128,1051160,0.0409999999999999,1.0,2172.0,10281036100.0,247660000000.0,24400000.0
2000-02-18,53227,57301,53227,54313,1129640,-0.0148,2.0,-815.0,11446473800.0,244000000000.0,24400000.0
2000-02-21,51706,62460,51706,54857,2365860,0.01,1.0,544.0,24950104300.0,246440000000.0,24400000.0
2000-02-22,54313,57029,53770,55400,1049830,0.0098999999999999,1.0,543.0,10724358400.0,248880000000.0,24400000.0
2000-02-23,59745,62460,56486,58658,1941540,0.0588,1.0,3258.0,21221550000.0,263520000000.0,24400000.0
2000-02-24,57029,59202,55943,58115,1204440,-0.0093,2.0,-543.0,12726006000.0,261080000000.0,24400000.0
2000-02-25,58658,64090,58658,60288,2141990,0.0374,1.0,2173.0,24378575500.0,270840000000.0,24400000.0
2000-02-28,58115,62189,55943,57029,1612680,-0.0541,2.0,-3259.0,17414305000.0,256200000000.0,24400000.0
