date,revenue_quarter,operatingIncome_quarter,operatingIncomeRatio_quarter,eps_quarter,weightedAverageShsOut_quarter,revenue_year,operatingIncome_year,operatingIncomeRatio_year,eps_year,weightedAverageShsOut_year
2008-04-15,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-04-16,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-04-17,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-04-18,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-04-19,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-04-20,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-04-21,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-04-22,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-04-23,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-04-24,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-04-25,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-04-26,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-04-27,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-04-28,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-04-29,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-04-30,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-01,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-02,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-03,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-04,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-05,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-06,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-07,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-08,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-09,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-10,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-11,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-12,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-13,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-14,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-15,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-16,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-17,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-18,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-19,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-20,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-21,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-22,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-23,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-24,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-25,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-26,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-27,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-28,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-29,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-30,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-05-31,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-01,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-02,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-03,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-04,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-05,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-06,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-07,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-08,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-09,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-10,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-11,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-12,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-13,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-14,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-15,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-16,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-17,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-18,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-19,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-20,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-21,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-22,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-23,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-24,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-25,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-26,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
2008-06-27,1302671376000.0,59679001000.0,0.04581278294703237,161.0,323371292.0,6155423847000.0,581915883000.0,0.09453709402701997,2893.0,338067217.0
